ID,Updated_DttM,importID,LoadNo,OpsOrg,RoutePrefix,RouteID,RouteVer,Load_Status,Stop_Status,LoadSessionNo,Scac,Mode,Trailer1,Trailer2,PlanArrivalTime,PlanDepartTime,ScheduleArrivalTime,ScheduleDepartTime,ActualArrivalTime,ActualDepartTime,LastPingTime,Location,AcctActorID,AcctID
13241,2026-03-16 10:45:40.760,27084,53237492,GMOps,GM-USA-18008,ARG625A,01-3,Proposed,Inactive,3413517,MOSR,MR,NULL,NULL,2026-03-24 14:00:00.000,2026-03-24 15:00:00.000,2026-03-24 14:00:00.000,2026-03-24 15:00:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-BE,18008-BE
13394,2026-03-16 10:45:40.760,27237,53238817,GMOps,GM-USA-18008,ARM455V,01-2,Proposed,Inactive,4437799,ULIQ,TL,NULL,NULL,2026-03-24 14:00:00.000,2026-03-24 15:00:00.000,2026-03-24 14:00:00.000,2026-03-24 15:00:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
12840,2026-03-16 10:45:40.760,26683,53232593,Mexico GM,GM-MEX-18008,ARM962V,03-6,Proposed,Inactive,5370617,TMAQ,TL,NULL,NULL,2026-03-24 14:00:00.000,2026-03-24 16:00:00.000,2026-03-24 14:00:00.000,2026-03-24 16:00:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
12809,2026-03-16 10:45:40.760,26652,53231374,Mexico GM,GM-MEX-18008,ARM700VU,03-2,Proposed,Inactive,3364496,PAMT,TL,NULL,NULL,2026-03-24 14:00:00.000,2026-03-24 14:45:00.000,2026-03-24 14:00:00.000,2026-03-24 14:45:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
13135,2026-03-16 10:45:40.760,26978,53235099,Mexico GM,GM-MEX-18008,ARM940AU,01-3,Proposed,Inactive,5375010,PAMT,TL,NULL,NULL,2026-03-24 14:00:00.000,2026-03-24 14:30:00.000,2026-03-24 14:00:00.000,2026-03-24 14:30:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-EEE,18008-EEE
13184,2026-03-16 10:45:40.760,27027,53236604,ReturnOpsGM,GM-RACK-18008,ARN605VR,01-2,Proposed,Inactive,3838183,LLCG,ITL,NULL,NULL,2026-03-24 14:00:00.000,2026-03-24 15:00:00.000,2026-03-24 14:00:00.000,2026-03-24 15:00:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
13085,2026-03-16 10:45:40.760,26928,53234905,GMOps,GM-USA-18008,ARM811A,07-3,Proposed,Inactive,5343848,EVRP,TL,NULL,NULL,2026-03-24 14:00:00.000,2026-03-24 15:00:00.000,2026-03-24 14:00:00.000,2026-03-24 15:00:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-F1,18008-F1
13002,2026-03-16 10:45:40.760,26845,53233849,GMOps,GM-IML-18008,ARN605V,01-5,Proposed,Inactive,3364948,LLCG,ITL,NULL,NULL,2026-03-24 14:00:00.000,2026-03-24 15:00:00.000,2026-03-24 14:00:00.000,2026-03-24 15:00:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
12789,2026-03-16 10:45:40.760,26632,53230532,Mexico GM,GM-MEX-18008,ARM778LU,02-2,Proposed,Inactive,5473758,GWYP,TL,NULL,NULL,2026-03-24 13:10:00.000,2026-03-24 14:10:00.000,2026-03-24 13:10:00.000,2026-03-24 14:10:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12752,2026-03-16 10:45:40.760,26595,53229801,Mexico GM,GM-MEX-18008,ARM755LYU,01-2,Proposed,Inactive,5356359,HLGI,TL,NULL,NULL,2026-03-24 13:10:00.000,2026-03-24 14:10:00.000,2026-03-24 13:10:00.000,2026-03-24 14:10:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12808,2026-03-16 10:45:40.760,26651,53231373,Mexico GM,GM-MEX-18008,ARM700VU,02-2,Proposed,Inactive,3364495,PAMT,TL,NULL,NULL,2026-03-24 13:00:00.000,2026-03-24 13:45:00.000,2026-03-24 13:00:00.000,2026-03-24 13:45:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
12521,2026-03-16 10:45:40.760,26364,53228213,GMOps,GM-IML-18008,ARN310LA,01-4,Proposed,Inactive,5548223,APAD,ITL,NULL,NULL,2026-03-24 12:50:00.000,2026-03-24 13:50:00.000,2026-03-24 12:50:00.000,2026-03-24 13:50:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12358,2026-03-16 10:45:40.760,26201,53224415,Mexico GM,GM-MEX-18008,ARM940AU,07-3,Proposed,Inactive,5664229,PAMT,TL,NULL,NULL,2026-03-24 12:45:00.000,2026-03-24 13:45:00.000,2026-03-24 12:45:00.000,2026-03-24 13:45:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-EEE,18008-EEE
13150,2026-03-16 10:45:40.760,26993,53235401,Mexico GM,GM-MEX-18008,ARM941AU,01-2,Proposed,Inactive,3371609,PAMT,TL,NULL,NULL,2026-03-24 12:45:00.000,2026-03-24 13:45:00.000,2026-03-24 12:45:00.000,2026-03-24 13:45:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-FFF,18008-FFF
12769,2026-03-16 10:45:40.760,26612,53229898,Mexico GM,GM-MEX-18008,ARM720VAU,01-3,Proposed,Inactive,3371779,PAMT,TL,NULL,NULL,2026-03-24 12:30:00.000,2026-03-24 13:30:00.000,2026-03-24 12:30:00.000,2026-03-24 13:30:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
13239,2026-03-16 10:45:40.760,27082,53237490,GMOps,GM-USA-18008,ARM661V,02-2,Proposed,Inactive,3401812,SYFN,TL,NULL,NULL,2026-03-24 12:30:00.000,2026-03-24 13:30:00.000,2026-03-24 12:30:00.000,2026-03-24 13:30:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
12285,2026-03-16 10:45:40.760,26128,53223687,GMOps,GM-IML-18008,ARN310LC,02-4,Proposed,Inactive,5548224,APAD,ITL,NULL,NULL,2026-03-24 12:30:00.000,2026-03-24 13:30:00.000,2026-03-24 12:30:00.000,2026-03-24 13:30:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
13337,2026-03-16 10:45:40.760,27180,53238070,GMOps,GM-USA-18008,ARG647L,01-4,Proposed,Inactive,5794143,ULIQ,MR,NULL,NULL,2026-03-24 12:10:00.000,2026-03-24 13:10:00.000,2026-03-24 12:10:00.000,2026-03-24 13:10:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12779,2026-03-16 10:45:40.760,26622,53230207,Mexico GM,GM-MEX-18008,ARM717LU,01-2,Proposed,Inactive,5729349,PAMT,TL,NULL,NULL,2026-03-24 11:50:00.000,2026-03-24 12:50:00.000,2026-03-24 11:50:00.000,2026-03-24 12:50:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12704,2026-03-16 10:45:40.760,26547,53229635,GMOps,GM-MEX-18008,ARM702A,02-6,Proposed,Inactive,5915530,TMAQ,TL,,,2026-03-24 11:45:00.000,2026-03-24 12:45:00.000,2026-03-24 11:45:00.000,2026-03-24 12:45:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-FFF,18008-FFF
13067,2026-03-16 10:45:40.760,26910,53234482,GMOps,GM-USA-18008,ARM811A,06-3,Proposed,Inactive,4439082,EVRP,TL,NULL,NULL,2026-03-24 11:45:00.000,2026-03-24 12:45:00.000,2026-03-24 11:45:00.000,2026-03-24 12:45:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-F1,18008-F1
13367,2026-03-16 10:45:40.760,27210,53238736,GMOps,GM-USA-18008,ARM890L,01-4,Proposed,Inactive,3364964,AUBA,TL,NULL,NULL,2026-03-24 11:30:00.000,2026-03-24 12:30:00.000,2026-03-24 11:30:00.000,2026-03-24 12:30:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
13426,2026-03-16 10:45:40.760,27269,53239276,ReturnOpsGM,GM-RACK-18008,ARM890LR,01-2,Proposed,Inactive,3838133,AUBA,TL,NULL,NULL,2026-03-24 11:30:00.000,2026-03-24 12:30:00.000,2026-03-24 11:30:00.000,2026-03-24 12:30:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
13440,2026-03-16 10:45:40.760,27283,53239740,ReturnOpsGM,GM-RACK-18008,ARC610DAR,01-2,Proposed,Inactive,3463536,MOSR,TL,NULL,NULL,2026-03-24 11:30:00.000,2026-03-24 12:30:00.000,2026-03-24 11:30:00.000,2026-03-24 12:30:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
12412,2026-03-16 10:45:40.760,26255,53226210,Mexico GM,GM-MEX-18008,ARM705AAU,01-3,Proposed,Inactive,3364874,PAMT,TL,NULL,NULL,2026-03-24 11:30:00.000,2026-03-24 12:30:00.000,2026-03-24 11:30:00.000,2026-03-24 12:30:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-FFF,18008-FFF
13494,2026-03-16 10:45:40.760,27337,53271462,GMOps,GM-USA-18008,ARC610DA,69-2,Approved,Inactive,NULL,MOSR,TL,,,2026-03-24 10:45:00.000,2026-03-24 12:45:00.000,2026-03-24 10:45:00.000,2026-03-24 12:45:00.000,NULL,NULL,2026-03-14 10:22:54.000,"Universal Logistics, Grand Prairie, TX",NULL,NULL
13495,2026-03-16 10:45:40.760,27337,53271462,GMOps,GM-USA-18008,ARC610DA,69-2,Approved,Inactive,NULL,MOSR,TL,,,2026-03-24 10:45:00.000,2026-03-24 12:45:00.000,2026-03-24 10:45:00.000,2026-03-24 12:45:00.000,NULL,NULL,2026-03-14 10:22:54.000,"Universal Logistics, Grand Prairie, TX",NULL,NULL
13251,2026-03-16 10:45:40.760,27094,53237507,GMOps,GM-USA-18008,ARM617L,02-2,Proposed,Inactive,3490545,SYFN,TL,NULL,NULL,2026-03-24 10:25:00.000,2026-03-24 11:25:00.000,2026-03-24 10:25:00.000,2026-03-24 11:25:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12772,2026-03-16 10:45:40.760,26615,53229913,Mexico GM,GM-MEX-18008,ARM725LU,02-2,Proposed,Inactive,3398221,PAMT,TL,NULL,NULL,2026-03-24 10:25:00.000,2026-03-24 11:25:00.000,2026-03-24 10:25:00.000,2026-03-24 11:25:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12257,2026-03-16 10:45:40.760,26100,53223348,Mexico GM,GM-MEX-18008,ARG712L,01-8,Approved,Inactive,5417019,TMAQ,MR,NULL,NULL,2026-03-24 10:25:00.000,2026-03-24 11:25:00.000,2026-03-24 10:25:00.000,2026-03-24 11:25:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12163,2026-03-16 10:45:40.760,26006,53221637,GMOps,GM-IML-18008,ARN655VA,02-5,Proposed,Inactive,3364957,APAD,ITL,NULL,NULL,2026-03-24 10:15:00.000,2026-03-24 11:45:00.000,2026-03-24 10:15:00.000,2026-03-24 11:45:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
12367,2026-03-16 10:45:40.760,26210,53224977,ReturnOpsGM,GM-RACK-18008,ARN655VAR,02-2,Proposed,Inactive,3838135,APAD,ITL,NULL,NULL,2026-03-24 10:15:00.000,2026-03-24 11:45:00.000,2026-03-24 10:15:00.000,2026-03-24 11:45:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
13039,2026-03-16 10:45:40.760,26882,53234107,GMOps,GM-USA-18008,ARM821A,01-4,Proposed,Inactive,5577152,EVRP,TL,NULL,NULL,2026-03-24 10:15:00.000,2026-03-24 11:15:00.000,2026-03-24 10:15:00.000,2026-03-24 11:15:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-EEE,18008-EEE
12986,2026-03-16 10:45:40.760,26829,53233835,GMOps,GM-USA-18008,ARC410DA,01-2,Proposed,Inactive,3364891,MRLC,TL,NULL,NULL,2026-03-24 10:05:00.000,2026-03-24 11:05:00.000,2026-03-24 10:05:00.000,2026-03-24 11:05:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12987,2026-03-16 10:45:40.760,26829,53233835,GMOps,GM-USA-18008,ARC410DA,01-2,Proposed,Inactive,3364891,MRLC,TL,NULL,NULL,2026-03-24 10:05:00.000,2026-03-24 11:05:00.000,2026-03-24 10:05:00.000,2026-03-24 11:05:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12821,2026-03-16 10:45:40.760,26664,53231616,ReturnOpsGM,GM-RACK-18008,ARC410DAR,01-2,Proposed,Inactive,3472588,MRLC,TL,NULL,NULL,2026-03-24 10:05:00.000,2026-03-24 11:05:00.000,2026-03-24 10:05:00.000,2026-03-24 11:05:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12816,2026-03-16 10:45:40.760,26659,53231576,Mexico GM,GM-MEX-18008,ARM703VAU,02-2,Proposed,Inactive,3399065,PAMT,TL,NULL,NULL,2026-03-24 10:00:00.000,2026-03-24 11:00:00.000,2026-03-24 10:00:00.000,2026-03-24 11:00:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
12839,2026-03-16 10:45:40.760,26682,53232589,Mexico GM,GM-MEX-18008,ARM962V,02-6,Proposed,Inactive,5369982,TMAQ,TL,NULL,NULL,2026-03-24 10:00:00.000,2026-03-24 12:30:00.000,2026-03-24 10:00:00.000,2026-03-24 12:30:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
12805,2026-03-16 10:45:40.760,26648,53231350,Mexico GM,GM-MEX-18008,ARM714VU,01-2,Proposed,Inactive,5604040,GWYP,TL,NULL,NULL,2026-03-24 10:00:00.000,2026-03-24 10:59:00.000,2026-03-24 10:00:00.000,2026-03-24 10:59:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
13256,2026-03-16 10:45:40.760,27099,53237512,GMOps,GM-USA-18008,ARM320F,02-3,Proposed,Inactive,3490557,MOSR,TL,NULL,NULL,2026-03-24 10:00:00.000,2026-03-24 11:00:00.000,2026-03-24 10:00:00.000,2026-03-24 11:00:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-FFF,18008-FFF
13260,2026-03-16 10:45:40.760,27103,53237525,GMOps,GM-USA-18008,ARM320LY,01-2,Proposed,Inactive,3513283,ZZZZ,UPL,NULL,NULL,2026-03-24 10:00:00.000,2026-03-24 11:00:00.000,2026-03-24 10:00:00.000,2026-03-24 11:00:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12758,2026-03-16 10:45:40.760,26601,53229817,Mexico GM,GM-MEX-18008,ARM940AU,06-3,Proposed,Inactive,5375015,PAMT,TL,NULL,NULL,2026-03-24 09:45:00.000,2026-03-24 10:15:00.000,2026-03-24 09:45:00.000,2026-03-24 10:15:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-EEE,18008-EEE
12711,2026-03-16 10:45:40.760,26554,53229654,GMOps,GM-IML-18008,ARN630L,03-5,Proposed,Inactive,3451729,LLCG,ITL,NULL,NULL,2026-03-24 09:25:00.000,2026-03-24 10:25:00.000,2026-03-24 09:25:00.000,2026-03-24 10:25:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12525,2026-03-16 10:45:40.760,26368,53228245,Mexico GM,GM-MEX-18008,ARM775L,01-6,Proposed,Inactive,5604041,TMAQ,TL,NULL,NULL,2026-03-24 09:25:00.000,2026-03-24 10:45:00.000,2026-03-24 09:25:00.000,2026-03-24 10:45:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12829,2026-03-16 10:45:40.760,26672,53232127,Mexico GM,GM-MEX-18008,ARM703VYU,01-2,Proposed,Inactive,5809970,PAMT,TL,NULL,NULL,2026-03-24 09:15:00.000,2026-03-24 10:15:00.000,2026-03-24 09:15:00.000,2026-03-24 10:15:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
13065,2026-03-16 10:45:40.760,26908,53234480,GMOps,GM-USA-18008,ARM811A,05-3,Proposed,Inactive,4439079,EVRP,TL,NULL,NULL,2026-03-24 09:15:00.000,2026-03-24 10:15:00.000,2026-03-24 09:15:00.000,2026-03-24 10:15:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-F1,18008-F1
12536,2026-03-16 10:45:40.760,26379,53228573,GMOps,GM-IML-18008,ARD310L,01-3,Proposed,Inactive,5353086,APAD,ITL,NULL,NULL,2026-03-24 09:05:00.000,2026-03-24 10:05:00.000,2026-03-24 09:05:00.000,2026-03-24 10:05:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12189,2026-03-16 10:45:40.760,26032,53221842,GMOps,GM-IML-18008,ARN010LY,01-4,Proposed,Inactive,3374123,CSNY,ITL,NULL,NULL,2026-03-24 09:05:00.000,2026-03-24 10:05:00.000,2026-03-24 09:05:00.000,2026-03-24 10:05:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
13114,2026-03-16 10:45:40.760,26957,53235048,Mexico GM,GM-MEX-18008,ARM988AU,01-2,Proposed,Inactive,3371539,HLGI,TL,NULL,NULL,2026-03-24 09:00:00.000,2026-03-24 10:00:00.000,2026-03-24 09:00:00.000,2026-03-24 10:00:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-BE,18008-BE
12824,2026-03-16 10:45:40.760,26667,53231650,Mexico GM,GM-MEX-18008,ARM785VAU,03-2,Proposed,Inactive,3671653,PAMT,TL,NULL,NULL,2026-03-24 09:00:00.000,2026-03-24 10:00:00.000,2026-03-24 09:00:00.000,2026-03-24 10:00:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
12734,2026-03-16 10:45:40.760,26577,53229753,Mexico GM,GM-MEX-18008,ARM799AAU,01-3,Proposed,Inactive,3366564,PAMT,TL,NULL,NULL,2026-03-24 09:00:00.000,2026-03-24 10:00:00.000,2026-03-24 09:00:00.000,2026-03-24 10:00:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-BE,18008-BE
12767,2026-03-16 10:45:40.760,26610,53229896,Mexico GM,GM-MEX-18008,ARM798VU,01-2,Proposed,Inactive,3371593,PAMT,TL,NULL,NULL,2026-03-24 09:00:00.000,2026-03-24 10:00:00.000,2026-03-24 09:00:00.000,2026-03-24 10:00:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
13285,2026-03-16 10:45:40.760,27128,53237567,GMOps,GM-USA-18008,ARM660A,11-3,Proposed,Inactive,3795676,EVRP,TL,NULL,NULL,2026-03-24 08:45:00.000,2026-03-24 09:45:00.000,2026-03-24 08:45:00.000,2026-03-24 09:45:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-EEE,18008-EEE
13309,2026-03-16 10:45:40.760,27152,53237742,GMOps,GM-USA-18008,ARM480A,01-3,Proposed,Inactive,3364933,MRLC,TL,NULL,NULL,2026-03-24 08:45:00.000,2026-03-24 09:45:00.000,2026-03-24 08:45:00.000,2026-03-24 09:45:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-FFF,18008-FFF
13302,2026-03-16 10:45:40.760,27145,53237737,GMOps,GM-USA-18008,ARC610DA,01-2,Proposed,Inactive,3364895,MOSR,TL,NULL,NULL,2026-03-24 08:45:00.000,2026-03-24 10:45:00.000,2026-03-24 08:45:00.000,2026-03-24 10:45:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
13303,2026-03-16 10:45:40.760,27145,53237737,GMOps,GM-USA-18008,ARC610DA,01-2,Proposed,Inactive,3364895,MOSR,TL,NULL,NULL,2026-03-24 08:45:00.000,2026-03-24 10:45:00.000,2026-03-24 08:45:00.000,2026-03-24 10:45:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
13442,2026-03-16 10:45:40.760,27285,53239847,ReturnOpsGM,GM-RACK-18008,ARM660AR,11-2,Proposed,Inactive,5684424,EVRP,TL,NULL,NULL,2026-03-24 08:45:00.000,2026-03-24 09:45:00.000,2026-03-24 08:45:00.000,2026-03-24 09:45:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-EEE,18008-EEE
13399,2026-03-16 10:45:40.760,27242,53238913,GMOps,GM-USA-18008,ARG311L,01-3,Proposed,Inactive,5361199,NMES,MR,NULL,NULL,2026-03-24 08:20:00.000,2026-03-24 09:20:00.000,2026-03-24 08:20:00.000,2026-03-24 09:20:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
13364,2026-03-16 10:45:40.760,27207,53238707,GMOps,GM-USA-18008,ARG380L,01-4,Proposed,Inactive,5700839,MOSR,MR,NULL,NULL,2026-03-24 08:20:00.000,2026-03-24 09:20:00.000,2026-03-24 08:20:00.000,2026-03-24 09:20:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
13417,2026-03-16 10:45:40.760,27260,53238969,Mexico GM,GM-MEX-18008,ARM972VU,01-2,Proposed,Inactive,5355381,PAMT,TL,NULL,NULL,2026-03-24 08:00:00.000,2026-03-24 09:15:00.000,2026-03-24 08:00:00.000,2026-03-24 09:15:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
12746,2026-03-16 10:45:40.760,26589,53229768,Mexico GM,GM-MEX-18008,ARM776VU,01-2,Proposed,Inactive,3371754,PAMT,TL,NULL,NULL,2026-03-24 08:00:00.000,2026-03-24 09:15:00.000,2026-03-24 08:00:00.000,2026-03-24 09:15:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
13064,2026-03-16 10:45:40.760,26907,53234479,GMOps,GM-USA-18008,ARM811A,04-3,Proposed,Inactive,4438977,EVRP,TL,NULL,NULL,2026-03-24 08:00:00.000,2026-03-24 09:15:00.000,2026-03-24 08:00:00.000,2026-03-24 09:15:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-F1,18008-F1
13271,2026-03-16 10:45:40.760,27114,53237553,GMOps,GM-USA-18008,ARM840L,01-4,Proposed,Inactive,3671700,AUBA,TL,NULL,NULL,2026-03-24 07:40:00.000,2026-03-24 08:40:00.000,2026-03-24 07:40:00.000,2026-03-24 08:40:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
13319,2026-03-16 10:45:40.760,27162,53237752,GMOps,GM-USA-18008,ARM560A,05-3,Proposed,Inactive,3364946,LOAA,TL,NULL,NULL,2026-03-24 07:30:00.000,2026-03-24 08:30:00.000,2026-03-24 07:30:00.000,2026-03-24 08:30:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-EEE,18008-EEE
12160,2026-03-16 10:45:40.760,26003,53221634,GMOps,GM-IML-18008,ARN630L,02-5,Proposed,Inactive,3364953,LLCG,ITL,NULL,NULL,2026-03-24 07:20:00.000,2026-03-24 08:20:00.000,2026-03-24 07:20:00.000,2026-03-24 08:20:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
13255,2026-03-16 10:45:40.760,27098,53237511,GMOps,GM-USA-18008,ARM320A,01-2,Proposed,Inactive,3490555,SYFN,TL,NULL,NULL,2026-03-24 07:15:00.000,2026-03-24 08:15:00.000,2026-03-24 07:15:00.000,2026-03-24 08:15:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-AAA,18008-AAA
13250,2026-03-16 10:45:40.760,27093,53237506,GMOps,GM-USA-18008,ARM617L,01-2,Proposed,Inactive,3490544,SYFN,TL,NULL,NULL,2026-03-24 07:00:00.000,2026-03-24 08:00:00.000,2026-03-24 07:00:00.000,2026-03-24 08:00:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12133,2026-03-16 10:45:40.760,25976,53221501,Mexico GM,GM-MEX-18008,ARG716D,01-7,Approved,Inactive,5369951,TMAQ,MR,NULL,NULL,2026-03-24 07:00:00.000,2026-03-24 08:00:00.000,2026-03-24 07:00:00.000,2026-03-24 08:00:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
12134,2026-03-16 10:45:40.760,25976,53221501,Mexico GM,GM-MEX-18008,ARG716D,01-7,Approved,Inactive,5369951,TMAQ,MR,NULL,NULL,2026-03-24 07:00:00.000,2026-03-24 08:00:00.000,2026-03-24 07:00:00.000,2026-03-24 08:00:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
12330,2026-03-16 10:45:40.760,26173,53224012,GMOps,GM-IML-18008,ARN010LY,02-4,Proposed,Inactive,3949066,CSNY,ITL,NULL,NULL,2026-03-24 07:00:00.000,2026-03-24 08:00:00.000,2026-03-24 07:00:00.000,2026-03-24 08:00:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12542,2026-03-16 10:45:40.760,26385,53228591,Mexico GM,GM-MEX-18008,ARM782L,01-6,Proposed,Inactive,5412458,TMAQ,TL,NULL,NULL,2026-03-24 06:40:00.000,2026-03-24 07:40:00.000,2026-03-24 06:40:00.000,2026-03-24 07:40:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
13395,2026-03-16 10:45:40.760,27238,53238818,GMOps,GM-USA-18008,ARM615A,01-3,Proposed,Inactive,4442234,MOSR,TL,NULL,NULL,2026-03-24 06:30:00.000,2026-03-24 07:30:00.000,2026-03-24 06:30:00.000,2026-03-24 07:30:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-EEE,18008-EEE
13444,2026-03-16 10:45:40.760,27287,53239849,ReturnOpsGM,GM-RACK-18008,ARM615AR,01-2,Proposed,Inactive,5684426,MOSR,TL,NULL,NULL,2026-03-24 06:30:00.000,2026-03-24 07:30:00.000,2026-03-24 06:30:00.000,2026-03-24 07:30:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-EEE,18008-EEE
13209,2026-03-16 10:45:40.760,27052,53237227,Mexico GM,GM-MEX-18008,ARM958AU,01-3,Proposed,Inactive,3671664,PAMT,TL,NULL,NULL,2026-03-24 06:30:00.000,2026-03-24 07:30:00.000,2026-03-24 06:30:00.000,2026-03-24 07:30:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-BE,18008-BE
12765,2026-03-16 10:45:40.760,26608,53229894,Mexico GM,GM-MEX-18008,ARM790LAU,01-2,Proposed,Inactive,3371585,PAMT,TL,NULL,NULL,2026-03-24 06:20:00.000,2026-03-24 07:20:00.000,2026-03-24 06:20:00.000,2026-03-24 07:20:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
